questionID,passID,topID,subtopID,conID,passOrder,passTitle,questionText,choiceA,choiceB,choiceC,choiceD,correctAns
1051042,105104,1,105,1,4,pTitle0105104,"The TNM system is central to staging various types of cancer. Which pairing below match
what it stands for correctly?",T: tumor shape | N: nodularity | M: morphology,T: tumor size | N: lymph node involvement | M: morphology,T: tumor size | N: nodularity | M: metastasis,T: tumor size | N: lymph node involvement | M: metastasis,d
1051043,105104,1,105,1,4,pTitle0105104,"Out of the TNM system, Tumor size is the most indicative factor to determine worst
prognostic outcome of the cancer (T/F)",TRUE,FALSE,"","",b
1051051,105105,1,105,1,5,pTitle0105105," Colonoscopy is a procedure that identifies suspicious polyps and remove a segment of the
colon or rectum (T/F)",TRUE,FALSE,"","",b
1051052,105105,1,105,1,5,pTitle0105105,"What condition should the colon be in as the patient gets ready for surgery or
colonoscopy?",sterilized,empty,embolized,all of the above,b
1051053,105105,1,105,1,5,pTitle0105105,"A surgeon recommends total colectomy to a patient with stage 3 colorectal cancer. What
does this procedure entail?",removal of the proximal colon alone,embolization of the mesenteric arteries,visual inspection of the rectum,none of the above,d
1051061,105106,1,105,1,6,pTitle0105106,"Both systemic and regional chemotherapy approaches entail infusing drugs into the blood
(T/F)",TRUE,FALSE,"","",b
1051062,105106,1,105,1,6,pTitle0105106,"An oncologist recommends a patient with early-stage cancer to receive regional
chemotherapy after his surgery. How does regional chemotherapy decrease drug toxicity?",prevent drug interactions,lower the concentration of the drug dose,reduce drug reaching the rest of the body,none of the above,c
1051063,105106,1,105,1,6,pTitle0105106,"Chemotherapy drugs attack cells that are dividing quickly, which causes common side
effects such as:",hair discoloration,mouth sores,neuropathic pain,myopia,b
1051071,105107,1,105,1,7,pTitle0105107,"Lynch syndrome is a common hereditary colorectal cancer syndrome with a genetic defect
in which gene?",FOXP3,MSH2,AK47,P52,b
1051072,105107,1,105,1,7,pTitle0105107,"Patients with hereditary Lynch syndrome tend to develop when people reach advanced age
because of weakened cell regulation (T/F)",TRUE,FALSE,"","",b
1051073,105107,1,105,1,7,pTitle0105107,"Besides colorectal cancer, what other organs may be effected by Lynch syndrome?",brain,ovaries,lungs,bone,b
1051081,105108,1,105,1,8,pTitle0105108,"The colon is a muscular tube about 5 feet long, made up of several compartments. Which
of the following is not a component of the colon?",ascending,transverse,deltoid,sigmoid,c
1051082,105108,1,105,1,8,pTitle0105108,What does the proximal colon consist of?,ascending and descending sections,sigmoid and transverse sections,ascending and transverse sections,ascending and circumflex sections,c
1051083,105108,1,105,1,8,pTitle0105108," The colon mostly excretes excessive water and salt into the partially processed food matter
to create the soft fecal texture (T/F)",TRUE,FALSE,"","",b
1051091,105109,1,105,1,9,pTitle0105109,"Although everyone could get colorectal cancer, it happens at different rates across racial
and ethnic groups. What are some underlying factors?",smoking,obesity,care access,all of the above,d
1051092,105109,1,105,1,9,pTitle0105109,"Which of the following demographic groups have the highest colorectal cancer risks in
the world?",Africans,Ashkenazi Jews,Hispanics,Alaska Natives,b
1051093,105109,1,105,1,9,pTitle0105109,"Although colorectal cancer rates are higher in blacks than non-Hispanic whites, death
rates are lower in blacks due to genetic protection (T/F)",TRUE,FALSE,"","",b
1051101,105110,1,105,1,10,pTitle0105110,"Men with genetic mutation in SMAD7 are found to have a higher risk of colorectal
cancer, when they measure a higher BMI (T/F)",TRUE,FALSE,"","",b
1051102,105110,1,105,1,10,pTitle0105110,"Which gender sees in higher increase in risk of getting colorectal cancer due to increase
in BMI?",men,women,transgender,unknown,b
1051103,105110,1,105,1,10,pTitle0105110,"What does obesity act like for women with a high-risk genetic makeup for colorectal
cancer?",a second hit,a protective factor,a mutagen,none of the above,a
1051111,105111,1,105,1,11,pTitle0105111,"All previous studies have conclusively shown that higher vitamin D in the blood
decreases the risk for colorectal cancer (T/F)",TRUE,FALSE,"","",b
1051112,105111,1,105,1,11,pTitle0105111,"Based on the current study, what is the risks for colorectal cancer associated with vitamin
D deficiency compared to normal levels?",double,half,a third higher,a quarter higher,c
1051113,105111,1,105,1,11,pTitle0105111,"A patient is told that he has vitamin D deficiency in his health maintenance visit. He asks
how he can replenish his levels. What are some sources of vitamin D?",exercise,sleep,forest,sun,d
1052011,105201,1,105,2,1,pTitle0105201,"The small intestine contains many layers, and it is made up of both the colon and rectum
(T/F)",TRUE,FALSE,"","",b
1052012,105201,1,105,2,1,pTitle0105201,"A patient is diagnosed with colorectal cancer. In the clinic, he appears pale and tired. Lab
results show low blood count. How can colorectal cancer cause low red blood sells over
time if it is not treated?",it prevents cell formation in the bone marrow,cancer cells produce toxins that destructs blood cells,bleeding through the digestive tack,none of the above,c
1052013,105201,1,105,2,1,pTitle0105201,"Screening for colorectal cancer has the potential to save lives. What is an effective
screening method?",ultrasound,metabolic panel,colonoscopy,all of the above,c
1052014,105201,1,105,2,1,pTitle0105201,"Colorectal cancer can progress to different stages. What does the stage of a tumor depend
on?",depth of infiltration,cell architecture,genetic mutation,blood count,a
1052015,105201,1,105,2,1,pTitle0105201,"if colorectal cancer has spread to multiple body organs, a systemic therapy is more suited
for treatment (T/F)",TRUE,FALSE,"","",a
1052021,105202,1,105,2,2,pTitle0105202,Why has the death rate from colorectal cancer been decreasing in the US?,healthier foods,early and regular screening,decreased smoking,increased hydration,b
1052022,105202,1,105,2,2,pTitle0105202,"Screening allows doctors to catch colorectal cancer early in the form of polyps. What is a
typical time frame it takes for a poly to become cancerous?",1-5 years,5-10 years,10-15 years,15-20 years,c
1052023,105202,1,105,2,2,pTitle0105202,"Most Americans who fit the criteria to get tested for colorectal cancer already receives
regular screening (T/F)",TRUE,FALSE,"","",b
1052031,105203,1,105,2,3,pTitle0105203,"Every country has a different guideline regarding colorectal cancer screening. What is the
recommended age put forth by the American Cancer Society?",40,45,50,55,b
1052032,105203,1,105,2,3,pTitle0105203,"Earlier screening is recommended for people at higher risk of colorectal cancer. Which of
the following constitutes higher risk?",inflammatory bowel disease,sedentary lifestyle,illegal drug use,family history of melanoma,a
1052033,105203,1,105,2,3,pTitle0105203,"People over the age of 75 should always receive cancer screening more regularly because
of higher risks at advanced age (T/F)",TRUE,FALSE,"","",b
1052041,105204,1,105,2,4,pTitle0105204,"When given different options for colorectal cancer screening, what would be a good
option for someone who does not want invasive procedures?",colonoscopy,fecal immunochemical test,stool DNA test,more than one answer is correct,d
1052042,105204,1,105,2,4,pTitle0105204,"Both FIT and gFOBT look for occult blood in the patient’s stool. What is one difference
in preparing for the test?",frequency of screening,effect from certain food & drug,age requirement,all of the above,b
1052043,105204,1,105,2,4,pTitle0105204,"DNA screening, like FIT and gFOBT, analyzes the patient’s stool and is done once a year
(T/F)",TRUE,FALSE,"","",b
1052051,105205,1,105,2,5,pTitle0105205,"When given different options for colorectal cancer screening, what would be a good
option for someone who does not want to get screened very frequently?",colonoscopy,fecal immunochemical test,stool DNA test,digital rectal exam,a
1052052,105205,1,105,2,5,pTitle0105205,"Colonoscopy is generally a safe but carry a small risk of puncturing the wall of the colon
or rectum, causing blood loss (T/F)",TRUE,FALSE,"","",a
1052053,105205,1,105,2,5,pTitle0105205,"What makes some people opt for stool-based screening compared to colonoscopy
screening?",dietary restrictions,bowel preparation,invasive procedure,all of the above,d
1052061,105206,1,105,2,6,pTitle0105206,What is the difference between CT scan and regular x-ray?,CT scan uses both gamma and alpha rays,CT scan is cheaper to obtain,CT scan takes multiple pictures around the patient,CT scan requires more bowel preparation,c
1052062,105206,1,105,2,6,pTitle0105206,"If CT scan shows possible tumor, then the patient also needs a follow-up colonoscopy to
remove the polyps (T/F)",TRUE,FALSE,"","",a
1052063,105206,1,105,2,6,pTitle0105206,"Medicare generally covers both stool-based tests and CT scan, but not colonoscopy for
preventative cancer screening. Therefore, patients are less likely to opt for colonoscopy
(T/F)",TRUE,FALSE,"","",b
1052071,105207,1,105,2,7,pTitle0105207,"In order to fully empty the stomach before colonoscopy, patients must fast for 3 days
before the procedure (T/F)",TRUE,FALSE,"","",b
1052072,105207,1,105,2,7,pTitle0105207,"A 50-year-old female is due for her first colonoscopy in a week. What is likely given to
her to help make her bowels clean and empty?",water bottles,saline solution,liquid laxative,low-sugar Gatorade,c
1052073,105207,1,105,2,7,pTitle0105207,"Vegan patients do not have any diet restrictions before colonoscopy because the fiber-
rich foods are beneficial to colon visualization (T/F)",TRUE,FALSE,"","",b
1052081,105208,1,105,2,8,pTitle0105208,"A 45-year-old man disclosed to his doctor that his parents passed away from colorectal
cancer in their 50’s. When recommending screening methods, which one is not
appropriate for him?",Colonoscopy,CT scan,stool-based test,none of the above,b
1052082,105208,1,105,2,8,pTitle0105208,"What are some of the factors patients have to factor in when choosing the screening
method for colorectal screening?",cancer risk,insurance coverage,personal preference,all of the above,d
1052083,105208,1,105,2,8,pTitle0105208,"Providers should only recommend colonoscopy screening to all patients because that is
the most effective method (T/F)",TRUE,FALSE,"","",b
1052091,105209,1,105,2,9,pTitle0105209,"Above the age of 45, patients can choose any kind of colorectal screening method they
want because the Affordable Care Act mandates universal coverage and no out-of-pocket
cost (T/F)",TRUE,FALSE,"","",b
1052092,105209,1,105,2,9,pTitle0105209,"Despite insurance coverage, what situations may require patients to pay out-of-pocket
for colorectal screening?",out-of-network provider,certain screening methods like CT scan,diagnostic follow-up,all of the above,d
1052093,105209,1,105,2,9,pTitle0105209,"What does the patient need to pay when doctors remove polyps after they are detected in
screening?",deductible and co-pay,medical rebate,capitation,increased premium,a
1052101,105210,1,105,2,10,pTitle0105210,"A couple in their 50’s recently retired and have medical insurance through Medicare.
Their son recently turned 25. Can their son be covered under their plan?",yes,no,depends on if he’s in graduate school,depends on the state,b
1052102,105210,1,105,2,10,pTitle0105210,"Young adults who are eligible for their parents’ insurance got the same care as before the
ACA allowed them to be covered. This is because young adults are usually healthy to
begin with (T/F)",TRUE,FALSE,"","",b
1052103,105210,1,105,2,10,pTitle0105210,"Young adults benefit from the ACA policy allowing them to stay under their parent’s
insurance because",it provides more employment,it reduces out-of-pocket costs,it gives them peace of mind,none of the above,b
1052111,105211,1,105,2,11,pTitle0105211,"What legislative change has caused an increase in colorectal cancer screening among
people ages 45 to 49?",American Cancer Society,Affordable Care Act,Affordable Colorectal Screening,American Health Initiative,b
1052112,105211,1,105,2,11,pTitle0105211,"New guidelines in 2018 likely made doctors and patients more aware of the importance
of colorectal cancer screening, especially in younger patients (T/F)",TRUE,FALSE,"","",a
1052113,105211,1,105,2,11,pTitle0105211,What is the biggest reason to update the guideline for colorectal screening?,screening can increase hospital revenue,insurance companies can attract more patients,earlier diagnosis increases survival rate,all of the above,c
1053011,105301,1,105,3,1,pTitle0105301,"The small intestine contains many layers, and it is made up of both the colon and rectum
(T/F)",TRUE,FALSE,"","",b
1053012,105301,1,105,3,1,pTitle0105301,"A patient is diagnosed with colorectal cancer. In the clinic, he appears pale and tired. Lab
results show low blood count. How can colorectal cancer cause low red blood sells over
time if it is not treated?",it prevents cell formation in the bone marrow,cancer cells produce toxins that destructs blood cells,bleeding through the digestive tack,none of the above,c
1053013,105301,1,105,3,1,pTitle0105301,"Screening for colorectal cancer has the potential to save lives. What is an effective
screening method?",ultrasound,metabolic panel,colonoscopy,all of the above,c
1053014,105301,1,105,3,1,pTitle0105301,"Colorectal cancer can progress to different stages. What does the stage of a tumor depend
on?",depth of infiltration,cell architecture,genetic mutation,blood count,a
1053015,105301,1,105,3,1,pTitle0105301,"if colorectal cancer has spread to multiple body organs, a systemic therapy is more suited
for treatment (T/F)",TRUE,FALSE,"","",a
